Employee Number,Employee Name,Date of Birth,Sex,Citizenship,Race,State,Zip,Marital Status,Department,Manager Name,Position,Performance Rank,Performance Score,Pay Rate,Employee Source,Employment Status,Date of Hire,Date of Termination,Reason for Termination,age,worked
1503072857,"Jacobi, Hannah",1966.3.22,Female,US Citizen,White,MA,1778,Divorced,Production,Kissy Sullivan,Production Technician I,3,Fully Meets,21,Employee Referral,Active,2017.9.30,,N/A,55,4
1412071713,"Jhaveri, Sneha",1964.4.13,Female,US Citizen,White,MA,2109,Separated,Production,Kelley Spirea,Production Technician I,3,Fully Meets,19,On-campus Recruiting,Active,2018.1.6,,N/A,57,3
1105025721,"Johnson, George",1959.8.19,Male,US Citizen,White,MA,2445,Married,Production,Michael Albert,Production Technician I,4,Exceeds,17,Monster.com,Voluntarily Terminated,2015.11.7,2020.4.29,More Money,62,5
1107027450,"Jung, Judy",1986.4.17,Female,US Citizen,White,MA,2446,Married,Production,Elijiah Gray,Production Technician I,3,Fully Meets,21,Monster.com,Voluntarily Terminated,2015.1.10,2020.4.1,Unhappy,35,5
1301052462,"Keatts, Kramer",1976.1.19,Male,US Citizen,White,MA,1887,Single,Production,Michael Albert,Production Technician I,3,Fully Meets,19,Billboard,Active,2017.9.30,,N/A,45,4
710007401,"Kinsella, Kathleen",1973.12.8,Female,US Citizen,White,MA,2170,Married,Production,Webster Butler,Production Technician I,3,Fully Meets,22,Search Engine - Google Bing Yahoo,Voluntarily Terminated,2015.9.26,2019.6.4,More Money,48,4
903013071,"Kirill, Alexandra",1970.10.8,Female,US Citizen,White,MA,2127,Married,Production,Amy Dunn,Production Technician I,3,Fully Meets,24,Search Engine - Google Bing Yahoo,Voluntarily Terminated,2015.9.26,2016.1.9,More Money,51,1
1304055683,"Knapp, Bradley  J",1977.11.10,Male,US Citizen,African American,MA,1721,Single,Production,Ketsia Liebig,Production Technician I,3,Fully Meets,14,On-campus Recruiting,Active,2018.2.17,,N/A,44,3
1311062610,"Kretschmer, John",1980.2.2,Male,US Citizen,Asian,MA,1801,Married,Production,Brannon Miller,Production Technician I,3,Fully Meets,21,Pay Per Click - Google,Active,2015.1.10,,N/A,41,6
1304055987,"Langton, Enrico",1986.12.9,Male,US Citizen,White,MA,2048,Married,Production,David Stanley,Production Technician I,3,Fully Meets,17,Newspager/Magazine,Active,2016.7.9,,N/A,35,5
1408069409,"Leach, Dallas",1979.1.17,Female,US Citizen,Asian,MA,1810,Single,Production,Kissy Sullivan,Production Technician I,3,Fully Meets,19,Monster.com,Voluntarily Terminated,2015.9.26,2017.8.19,Return to School,42,2
1107027575,"LeBel, Jonathan  R",1981.10.18,Male,US Citizen,White,MA,2050,Single,Production,Kelley Spirea,Production Technician I,3,Fully Meets,15,Social Networks - Facebook Twitter etc,Terminated for Cause,2015.2.21,2015.8.4,Attitude,40,0
1206042315,"Linares, Marilyn",1981.3.26,Female,US Citizen,White,MA,1886,Married,Production,Michael Albert,Production Technician I,0,N/A,15.25,Internet Search,Voluntarily Terminated,2015.7.5,2015.9.26,Unhappy,40,0
1101023353,"Lydon, Allison",1975.10.22,Female,US Citizen,African American,MA,2122,Married,Production,Elijiah Gray,Production Technician I,3,Fully Meets,20,Website Banner Ads,Leave of Absence,2019.2.16,,N/A,46,2
1001138521,"Lynch, Lindsay",1973.2.14,Female,US Citizen,Hispanic,MA,1844,Single,Production,Webster Butler,Production Technician I,4,Exceeds,19,Diversity Job Fair,Voluntarily Terminated,2015.11.7,2019.11.14,Another Position / Career Change,48,4
1201031032,"MacLennan, Samuel",1972.11.9,Male,US Citizen,White,MA,1938,Widowed,Production,Amy Dunn,Production Technician I,0,N/A,15,Pay Per Click,Voluntarily Terminated,2016.9.24,2016.9.26,Working Hours,49,0
1209049259,"Mahoney, Lauren",1986.7.7,Female,US Citizen,White,MA,2189,Single,Production,Ketsia Liebig,Production Technician I,3,Fully Meets,17,Newspager/Magazine,Active,2018.1.6,,N/A,35,3
1308060754,"Mangal, Debbie",1974.11.7,Female,US Citizen,White,MA,2451,Married,Production,Brannon Miller,Production Technician I,3,Fully Meets,23,On-campus Recruiting,Active,2017.11.11,,N/A,47,4
1401064327,"Maurice, Shana",1977.11.22,Female,US Citizen,White,MA,2330,Married,Production,David Stanley,Production Technician I,3,Fully Meets,20,Other,Active,2015.5.31,,N/A,44,6
909015167,"Mckenna, Sandy",1987.1.7,Female,US Citizen,African American,MA,2184,Married,Production,Kissy Sullivan,Production Technician I,3,Fully Meets,24,Monster.com,Active,2017.1.7,,N/A,34,4
1409070245,"Meads, Elizabeth",1968.5.30,Female,US Citizen,African American,MA,1760,Single,Production,Kelley Spirea,Production Technician I,3,Fully Meets,14,Diversity Job Fair,Voluntarily Terminated,2016.4.2,2019.11.11,Another Position / Career Change,53,3
1109029256,"Medeiros, Jennifer",1976.9.22,Female,US Citizen,White,MA,2346,Single,Production,Michael Albert,Production Technician I,0,N/A,20,Monster.com,Active,2019.3.30,,N/A,45,2
1102024121,"Motlagh,  Dawn",1984.7.7,Female,US Citizen,White,MA,2453,Divorced,Production,Elijiah Gray,Production Technician I,3,Fully Meets,15,MBTA ads,Active,2017.4.1,,N/A,37,4
1204033041,"Ndzi, Colombui",1989.5.2,Male,US Citizen,African American,MA,2110,Single,Production,Webster Butler,Production Technician I,3,Fully Meets,18,Diversity Job Fair,Voluntarily Terminated,2015.9.26,2018.4.4,Return to School,32,3
1204927150,"Ndzi, Horia",1983.3.28,Male,US Citizen,White,MA,2421,Married,Production,Amy Dunn,Production Technician I,3,Fully Meets,22,Employee Referral,Voluntarily Terminated,2017.4.1,2020.5.25,More Money,38,3
1302053044,"Newman, Richard",1977.4.8,Male,US Citizen,White,MA,2136,Married,Production,Ketsia Liebig,Production Technician I,3,Fully Meets,21,On-campus Recruiting,Leave of Absence,2018.5.12,,N/A,44,3
1403066020,"Ngodup, Shari",1967.6.3,Female,US Citizen,Asian,MA,1810,Separated,Production,Brannon Miller,Production Technician I,4,Exceeds,15,Diversity Job Fair,Active,2017.4.1,,N/A,54,4
1203032357,"Nguyen, Lei-Ming",1984.7.7,Female,US Citizen,White,MA,2132,Single,Production,David Stanley,Production Technician I,3,Fully Meets,19,Vendor Referral,Active,2017.7.8,,N/A,37,4
1206044851,"O'hare, Lynn",1980.9.30,Female,US Citizen,Hispanic,MA,2152,Single,Production,Kissy Sullivan,Production Technician I,1,Performance Improvement Plan,18.5,Professional Society,Terminated for Cause,2018.3.31,2020.5.1,Performance,41,2
1404066949,"Osturnka, Adeel",1976.12.11,Male,US Citizen,White,MA,2478,Married,Production,Kelley Spirea,Production Technician I,4,Exceeds,16,On-campus Recruiting,Active,2017.9.30,,N/A,45,4
1103024335,"Owad, Clinton",1979.11.24,Male,US Citizen,African American,MA,1760,Single,Production,Michael Albert,Production Technician I,2,Needs Improvement,22,MBTA ads,Active,2018.2.17,,N/A,42,3
1109029531,"Panjwani, Nina",1979.5.1,Female,US Citizen,White,MA,2351,Married,Production,Elijiah Gray,Production Technician I,3,Fully Meets,18,Social Networks - Facebook Twitter etc,Voluntarily Terminated,2015.2.7,2018.1.12,Another Position / Career Change,42,3
1307060058,"Pelech, Emil",1988.3.17,Male,US Citizen,African American,MA,2458,Single,Production,Webster Butler,Production Technician I,2,Needs Improvement,24,Search Engine - Google Bing Yahoo,Voluntarily Terminated,2015.1.10,2016.12.28,Another Position / Career Change,33,1
1109029186,"Perry, Shakira",1986.7.20,Female,US Citizen,White,MA,2176,Single,Production,Amy Dunn,Production Technician I,3,Fully Meets,22,MBTA ads,Voluntarily Terminated,2015.5.16,2019.10.25,Medical Issues,35,4
1307059944,"Peterson, Kayla",1973.9.23,Female,US Citizen,White,MA,1749,Married,Production,Ketsia Liebig,Production Technician I,3,Fully Meets,17,Search Engine - Google Bing Yahoo,Active,2014.4.26,,N/A,48,7
1305057440,"Pham, Hong",1988.3.6,Male,US Citizen,White,MA,2451,Married,Production,Brannon Miller,Production Technician I,3,Fully Meets,18,Search Engine - Google Bing Yahoo,Voluntarily Terminated,2015.7.5,2016.11.30,More Money,33,1
1001735072,"Pitt, Brad",1981.11.23,Male,US Citizen,African American,MA,2451,Single,Production,David Stanley,Production Technician I,3,Fully Meets,17,Search Engine - Google Bing Yahoo,Active,2011.11.5,,N/A,40,10
1102024274,"Power, Morissa",1984.10.15,Female,Eligible NonCitizen,Asian,MA,1742,Divorced,Production,Kissy Sullivan,Production Technician I,0,N/A,19,Social Networks - Facebook Twitter etc,Voluntarily Terminated,2015.5.16,2015.6.4,Another Position / Career Change,37,0
1401064562,"Punjabhi, Louis",1961.6.19,Male,US Citizen,White,MA,2109,Single,Production,Kelley Spirea,Production Technician I,3,Fully Meets,16,Employee Referral,Active,2018.1.6,,N/A,60,3
1011022926,"Purinton, Janine",1970.9.22,Female,US Citizen,White,MA,2474,Divorced,Production,Kissy Sullivan,Production Technician I,3,Fully Meets,16,Billboard,Voluntarily Terminated,2016.9.24,2017.6.18,Unhappy,51,1
1208048229,"Rarrick, Quinn",1984.12.31,Male,US Citizen,White,MA,2478,Divorced,Production,Michael Albert,Production Technician I,3,Fully Meets,21,Pay Per Click - Google,Voluntarily Terminated,2015.9.26,2016.4.7,More Money,37,1
1211050793,"Rhoads, Thomas",1982.7.22,Male,US Citizen,White,MA,2176,Divorced,Production,Elijiah Gray,Production Technician I,3,Fully Meets,20,Professional Society,Voluntarily Terminated,2015.5.16,2020.1.15,Retire,39,5
1405067642,"Rivera, Haley",1973.1.12,Female,US Citizen,Asian,MA,2171,Married,Production,Webster Butler,Production Technician I,4,Exceeds,22,Search Engine - Google Bing Yahoo,Active,2015.11.28,,N/A,48,6
1206038000,"Robinson, Alain",1974.1.7,Male,US Citizen,African American,MA,1420,Married,Production,Amy Dunn,Production Technician I,3,Fully Meets,24,Glassdoor,Voluntarily Terminated,2015.1.10,2020.1.26,Attitude,47,5
1403065625,"Robinson, Cherly",1985.1.7,Female,US Citizen,White,MA,1460,Married,Production,Ketsia Liebig,Production Technician I,2,Needs Improvement,16,Glassdoor,Terminated for Cause,2015.1.10,2020.5.17,Attitude,36,5
1011022887,"Robinson, Elias",1985.1.28,Male,US Citizen,White,MA,1730,Widowed,Production,Brannon Miller,Production Technician I,5,Exceptional,17,Employee Referral,Active,2017.7.8,,N/A,36,4
710007555,"Rose, Ashley",1974.12.5,Female,US Citizen,White,MA,1886,Separated,Production,David Stanley,Production Technician I,3,Fully Meets,17,Website Banner Ads,Active,2018.1.6,,N/A,47,3
1405067492,"Rossetti, Bruno",1987.3.18,Male,US Citizen,White,MA,2155,Single,Production,Kissy Sullivan,Production Technician I,3,Fully Meets,18,Search Engine - Google Bing Yahoo,Voluntarily Terminated,2015.4.4,2016.8.13,Another Position / Career Change,34,1
1410070998,"Saar-Beckles, Melinda",1968.6.6,Female,US Citizen,African American,MA,1801,Single,Production,Kelley Spirea,Production Technician I,0,N/A,20,Diversity Job Fair,Active,2020.7.4,,N/A,53,1
1308060535,"Sadki, Nore",1974.12.21,Male,US Citizen,White,MA,2148,Single,Production,Michael Albert,Production Technician I,3,Fully Meets,21,Word of Mouth,Voluntarily Terminated,2013.1.5,2014.7.30,Relocation out of Area,47,1
1302053362,"Sander, Kamrin",1988.7.10,Female,US Citizen,African American,MA,2154,Married,Production,Elijiah Gray,Production Technician I,3,Fully Meets,21,On-campus Recruiting,Active,2018.9.29,,N/A,33,3
807010161,"Sewkumar, Nori",1975.3.10,Female,US Citizen,Asian,MA,2191,Single,Production,Webster Butler,Production Technician I,3,Fully Meets,15.2,Search Engine - Google Bing Yahoo,Leave of Absence,2017.9.30,,N/A,46,4
1205033102,"Shields, Seffi",1985.8.24,Female,US Citizen,White,MA,2149,Married,Production,Amy Dunn,Production Technician I,3,Fully Meets,15,Newspager/Magazine,Active,2017.8.19,,N/A,36,4
1501071909,"Smith, Sade",1965.2.2,Female,US Citizen,White,MA,2130,Single,Production,Ketsia Liebig,Production Technician I,3,Fully Meets,24.5,Employee Referral,Active,2017.11.11,,N/A,56,4
1410071137,"Sparks, Taylor",1968.7.20,Female,US Citizen,White,MA,2093,Married,Production,Brannon Miller,Production Technician I,1,Performance Improvement Plan,16,Billboard,Active,2016.2.20,,N/A,53,5
1405067138,"Squatrito, Kristen",1973.3.26,Female,US Citizen,White,MA,2359,Divorced,Production,David Stanley,Production Technician I,4,Exceeds,21,MBTA ads,Voluntarily Terminated,2017.5.13,2019.6.29,Unhappy,48,2
1111030244,"Stanford,Barbara  M",1982.8.25,Female,US Citizen,Hispanic,MA,2050,Divorced,Production,Kissy Sullivan,Production Technician I,3,Fully Meets,14,Word of Mouth,Active,2015.1.10,,N/A,39,6
1106026896,"Stoica, Rick",1985.3.14,Male,US Citizen,Asian,MA,2301,Married,Production,Kelley Spirea,Production Technician I,3,Fully Meets,22,On-campus Recruiting,Active,2018.2.17,,N/A,36,3
1201031310,"Sullivan, Timothy",1982.10.7,Male,US Citizen,White,MA,2747,Married,Production,Michael Albert,Production Technician I,3,Fully Meets,19,Word of Mouth,Active,2019.1.5,,N/A,39,2
1407069061,"Sutwell, Barbara",1968.8.15,Female,Eligible NonCitizen,Asian,MA,2718,Single,Production,Elijiah Gray,Production Technician I,3,Fully Meets,14,Glassdoor,Active,2016.5.14,,N/A,53,5
1405067501,"Tavares, Desiree",1975.4.3,Female,Non-Citizen,Hispanic,MA,1801,Married,Production,Webster Butler,Production Technician I,3,Fully Meets,15,Diversity Job Fair,Voluntarily Terminated,2013.4.27,2017.4.1,Another Position / Career Change,46,4
1404066739,"Theamstern, Sophia",1965.5.9,Female,US Citizen,White,MA,2066,Single,Production,Amy Dunn,Production Technician I,0,N/A,20,Billboard,Voluntarily Terminated,2015.7.5,2015.9.5,Return to School,56,0
1103024504,"Tinto, Theresa",1983.7.30,Female,US Citizen,White,MA,1876,Divorced,Production,Ketsia Liebig,Production Technician I,3,Fully Meets,20,Social Networks - Facebook Twitter etc,Voluntarily Terminated,2015.1.10,2015.5.14,Another Position / Career Change,38,0
1409070255,"Tippett, Jeanette",1967.6.5,Female,US Citizen,African American,MA,2093,Divorced,Production,Brannon Miller,Production Technician I,3,Fully Meets,24,Billboard,Active,2017.2.18,,N/A,54,4
1012023152,"Trang, Mei",1983.5.16,Female,US Citizen,White,MA,2021,Single,Production,David Stanley,Production Technician I,0,N/A,22,Professional Society,Active,2018.2.17,,N/A,38,3
1203032235,"Veera, Abdellah",1987.1.31,Male,US Citizen,White,MA,2171,Divorced,Production,Kissy Sullivan,Production Technician I,4,Exceeds,19,Information Session,Voluntarily Terminated,2016.8.13,2020.2.5,No Return after Maternity Leave,34,4
1011022814,"Volk, Colleen",1986.6.3,Female,US Citizen,White,MA,2747,Married,Production,Kelley Spirea,Production Technician I,4,Exceeds,21,Social Networks - Facebook Twitter etc,Terminated for Cause,2015.9.26,2020.2.8,Gross Misconduct,35,5
1106026474,"Von Massenbach, Anna",1985.4.6,Female,US Citizen,White,MA,2124,Single,Production,Michael Albert,Production Technician I,0,N/A,20,Newspager/Magazine,Active,2019.7.5,,N/A,36,2
1101023619,"Wallace, Theresa",1980.8.2,Female,US Citizen,White,MA,1887,Single,Production,Elijiah Gray,Production Technician I,2,Needs Improvement,15,Monster.com,Voluntarily Terminated,2016.8.13,2019.9.1,Another Position / Career Change,41,3
1307060212,"Whittier, Scott",1987.5.24,Male,US Citizen,White,MA,2030,Single,Production,Webster Butler,Production Technician I,3,Fully Meets,23,Newspager/Magazine,Voluntarily Terminated,2015.1.10,2015.5.15,Working Hours,34,0
1101023839,"Wilber, Barry",1965.9.9,Male,Eligible NonCitizen,White,MA,2324,Married,Production,Amy Dunn,Production Technician I,3,Fully Meets,21,Website Banner Ads,Voluntarily Terminated,2015.5.16,2019.9.7,Unhappy,56,4
1308060671,"Williams, Jacquelyn",1969.10.2,Female,US Citizen,Hispanic,MA,2109,Single,Production,Ketsia Liebig,Production Technician I,3,Fully Meets,16,Diversity Job Fair,Voluntarily Terminated,2016.1.9,2019.6.27,Relocation out of Area,52,3
1001268402,"Ybarra, Catherine",1982.5.4,Female,US Citizen,Asian,MA,2458,Single,Production,Brannon Miller,Production Technician I,1,Performance Improvement Plan,22,Search Engine - Google Bing Yahoo,Voluntarily Terminated,2012.9.2,2019.9.29,Another Position / Career Change,39,7
1211051232,"Zima, Colleen",1978.8.17,Female,US Citizen,Asian,MA,1730,Widowed,Production,David Stanley,Production Technician I,3,Fully Meets,15,On-campus Recruiting,Active,2018.9.29,,N/A,43,3
1005019209,"Akinkuolie, Sarah",1988.9.19,Female,US Citizen,White,MA,1810,Married,Production,Kissy Sullivan,Production Technician II,3,Fully Meets,29,Newspager/Magazine,Voluntarily Terminated,2015.7.5,2016.9.24,Working Hours,33,1
1303054329,"Beak, Kimberly",1966.4.17,Female,US Citizen,White,MA,2145,Married,Production,Kelley Spirea,Production Technician II,4,Exceeds,27,Employee Referral,Active,2020.7.21,,N/A,55,1
1403066125,"Blount, Dianna",1990.9.21,Female,US Citizen,White,MA,2171,Single,Production,Michael Albert,Production Technician II,2,Needs Improvement,27,Monster.com,Active,2015.4.4,,N/A,31,6
1008021030,"Bondwell, Betsy",1967.1.16,Female,US Citizen,White,MA,2210,Single,Production,Elijiah Gray,Production Technician II,3,Fully Meets,26,Search Engine - Google Bing Yahoo,Voluntarily Terminated,2015.1.10,2018.4.4,Another Position / Career Change,54,3
1101023457,"Buccheri, Joseph",1983.7.28,Male,US Citizen,White,MA,1013,Single,Production,Webster Butler,Production Technician II,3,Fully Meets,22,Word of Mouth,Active,2018.9.29,,N/A,38,3
1011022820,"Burke, Joelle",1980.3.2,Female,US Citizen,African American,MA,2148,Single,Production,Amy Dunn,Production Technician II,3,Fully Meets,25,Employee Referral,Active,2016.3.5,,N/A,41,5
1301052449,"Burkett, Benjamin",1977.8.19,Male,US Citizen,White,MA,1890,Married,Production,Ketsia Liebig,Production Technician II,3,Fully Meets,26,Careerbuilder,Active,2015.4.4,,N/A,44,6
1012023226,"Cloninger, Jennifer",1981.8.31,Female,US Citizen,White,MA,1752,Married,Production,Brannon Miller,Production Technician II,3,Fully Meets,25,Word of Mouth,Voluntarily Terminated,2015.5.16,2017.1.7,Unhappy,40,2
1209048697,"Close, Phil",1978.11.25,Male,US Citizen,White,MA,2169,Married,Production,David Stanley,Production Technician II,3,Fully Meets,26,Other,Voluntarily Terminated,2014.8.30,2015.9.26,Another Position / Career Change,43,1
1201031274,"Davis, Daniel",1979.9.14,Male,Eligible NonCitizen,Hispanic,MA,2458,Single,Production,Kissy Sullivan,Production Technician II,3,Fully Meets,25,Newspager/Magazine,Active,2015.11.7,,N/A,42,6
1104025179,"Demita, Carla",1951.2.25,Female,US Citizen,African American,MA,2343,Separated,Production,Kelley Spirea,Production Technician II,3,Fully Meets,29,Search Engine - Google Bing Yahoo,Voluntarily Terminated,2015.4.4,2019.11.4,More Money,70,4
1105025661,"Erilus, Angela",1989.8.25,Female,US Citizen,White,MA,2133,Separated,Production,Michael Albert,Production Technician II,1,Performance Improvement Plan,24,Pay Per Click - Google,Active,2018.7.7,,N/A,32,3
1108028428,"Faller, Megan",1978.9.22,Female,US Citizen,African American,MA,1824,Married,Production,Elijiah Gray,Production Technician II,3,Fully Meets,27,Professional Society,Active,2018.7.7,,N/A,43,3
1402065085,"Fancett, Nicole",1987.9.27,Female,US Citizen,African American,MA,2324,Single,Production,Webster Butler,Production Technician II,3,Fully Meets,24,Newspager/Magazine,Active,2018.2.17,,N/A,34,3
1109029103,"Fitzpatrick, Michael  J",1981.10.1,Male,US Citizen,White,MA,2143,Single,Production,Amy Dunn,Production Technician II,3,Fully Meets,29,Social Networks - Facebook Twitter etc,Voluntarily Terminated,2015.5.16,2017.6.24,Working Hours,40,2
1012023204,"Foreman, Tanya",1983.11.8,Female,US Citizen,White,MA,2170,Married,Production,Ketsia Liebig,Production Technician II,3,Fully Meets,24,Word of Mouth,Voluntarily Terminated,2015.4.4,2016.1.9,Another Position / Career Change,38,1
1411071324,"Gonzalez, Juan",1964.10.12,Male,US Citizen,African American,MA,2128,Married,Production,Brannon Miller,Production Technician II,1,Performance Improvement Plan,29,Diversity Job Fair,Voluntarily Terminated,2014.4.26,2015.5.30,Another Position / Career Change,57,1
1001549006,"Good, Susan",1986.5.25,Female,US Citizen,White,MA,1886,Married,Production,David Stanley,Production Technician II,3,Fully Meets,24.25,Professional Society,Leave of Absence,2018.5.12,,N/A,35,3
1108028351,"Gosciminski, Phylicia",1983.12.8,Female,US Citizen,Hispanic,MA,1824,Separated,Production,Kissy Sullivan,Production Technician II,3,Fully Meets,27,Word of Mouth,Leave of Absence,2017.9.30,,N/A,38,4
1307059937,"Hankard, Earnest",1988.8.10,Male,US Citizen,White,MA,2155,Single,Production,Kelley Spirea,Production Technician II,3,Fully Meets,24,Newspager/Magazine,Active,2017.11.11,,N/A,33,4
1011022932,"Hendrickson, Trina",1972.8.27,Female,US Citizen,White,MA,2021,Single,Production,Kelley Spirea,Production Technician II,3,Fully Meets,24,Monster.com,Voluntarily Terminated,2015.1.10,2017.2.18,Working Hours,49,2
1207046956,"Homberger, Adrienne  J",1984.2.16,Female,Non-Citizen,White,MA,2445,Married,Production,Michael Albert,Production Technician II,3,Fully Meets,28,Glassdoor,Voluntarily Terminated,2015.8.15,2016.4.7,Relocation out of Area,37,1
1106026433,"Hunts, Julissa",1984.3.11,Female,US Citizen,White,MA,2021,Single,Production,Elijiah Gray,Production Technician II,0,N/A,25,Vendor Referral,Active,2020.6.6,,N/A,37,1
1103024924,"Hutter, Rosalie",1992.5.7,Female,US Citizen,White,MA,2351,Separated,Production,Webster Butler,Production Technician II,0,N/A,28,Other,Active,2019.6.5,,N/A,29,2
1306058509,"Huynh, Ming",1976.9.22,Female,US Citizen,White,MA,1742,Divorced,Production,Amy Dunn,Production Technician II,3,Fully Meets,23,Search Engine - Google Bing Yahoo,Voluntarily Terminated,2015.2.21,2017.4.1,Unhappy,45,2
1008020942,"Jeannite, Tayana",1986.11.6,Female,US Citizen,Hispanic,MA,1821,Divorced,Production,Ketsia Liebig,Production Technician II,4,Exceeds,22.5,MBTA ads,Active,2015.7.5,,N/A,35,6
1306057810,"Johnston, Yen",1969.9.8,Female,US Citizen,White,MA,2128,Single,Production,Brannon Miller,Production Technician II,5,Exceptional,25,Professional Society,Active,2018.7.7,,N/A,52,3
1010022030,"Langford, Lindsey",1979.7.25,Female,US Citizen,Asian,MA,2090,Divorced,Production,David Stanley,Production Technician II,3,Fully Meets,22,Glassdoor,Voluntarily Terminated,2017.1.7,2018.3.31,Another Position / Career Change,42,1
1104025486,"Latif, Mohammed",1984.5.9,Male,US Citizen,White,MA,2126,Married,Production,Kissy Sullivan,Production Technician II,3,Fully Meets,28,Word of Mouth,Voluntarily Terminated,2016.4.2,2017.4.15,More Money,37,1
1405067565,"Linden, Mathew",1979.3.19,Male,US Citizen,White,MA,1770,Married,Production,Kelley Spirea,Production Technician II,3,Fully Meets,22,Information Session,Leave of Absence,2017.7.8,,N/A,42,4
1305056276,"Lundy, Susan",1976.12.26,Female,US Citizen,White,MA,2122,Widowed,Production,Michael Albert,Production Technician II,0,N/A,24,On-campus Recruiting,Voluntarily Terminated,2017.7.8,2017.9.15,More Money,45,0
1001504432,"Lunquist, Lisa",1982.3.28,Female,US Citizen,African American,MA,2324,Single,Production,Elijiah Gray,Production Technician II,4,Exceeds,26.1,Glassdoor,Active,2017.8.19,,N/A,39,4
1110029623,"Manchester, Robyn",1976.8.25,Female,US Citizen,White,MA,2324,Married,Production,Webster Butler,Production Technician II,0,N/A,23,Vendor Referral,Active,2020.5.11,,N/A,45,1
1304055986,"Mancuso, Karen",1986.12.10,Female,US Citizen,Hispanic,MA,2176,Married,Production,Amy Dunn,Production Technician II,0,N/A,23,Newspager/Magazine,Voluntarily Terminated,2015.7.5,2015.8.19,Another Position / Career Change,35,0
1406067957,"McCarthy, Brigit",1987.5.21,Female,US Citizen,White,MA,2149,Single,Production,Ketsia Liebig,Production Technician II,0,N/A,26,Newspager/Magazine,Active,2019.3.30,,N/A,34,2
1205033439,"Miller, Ned",1985.6.29,Male,US Citizen,White,MA,2472,Single,Production,Brannon Miller,Production Technician II,1,Performance Improvement Plan,25,MBTA ads,Voluntarily Terminated,2015.8.15,2018.9.4,Unhappy,36,3
1404066711,"Monkfish, Erasumus",1992.8.17,Male,US Citizen,White,MA,1450,Married,Production,David Stanley,Production Technician II,3,Fully Meets,27,Professional Society,Active,2015.11.7,,N/A,29,6
1001103149,"Monterro, Luisa",1970.4.24,Female,US Citizen,African American,MA,2126,Single,Production,Kissy Sullivan,Production Technician II,5,Exceptional,25,Billboard,Active,2017.5.13,,N/A,51,4
1408069503,"Moran, Patrick",1976.12.3,Male,US Citizen,Hispanic,MA,2127,Single,Production,Kelley Spirea,Production Technician II,3,Fully Meets,26,Diversity Job Fair,Leave of Absence,2016.1.9,,N/A,45,5
1301052436,"Moumanil, Maliki",1974.12.1,Male,US Citizen,African American,MA,1460,Separated,Production,Michael Albert,Production Technician II,3,Fully Meets,29,On-campus Recruiting,Active,2017.5.13,,N/A,47,4
1104025435,"Nowlan, Kristie",1985.11.23,Female,US Citizen,White,MA,1040,Single,Production,Elijiah Gray,Production Technician II,3,Fully Meets,26.39,Glassdoor,Active,2018.11.10,,N/A,36,3
1001856521,"Oliver, Brooke",1952.2.11,Female,US Citizen,Asian,MA,2492,Married,Production,Webster Butler,Production Technician II,3,Fully Meets,25,Newspager/Magazine,Voluntarily Terminated,2016.5.14,2017.8.19,Unhappy,69,1
1202031821,"Pelletier, Ermine",1989.7.18,Female,US Citizen,Asian,MA,2472,Married,Production,Amy Dunn,Production Technician II,0,N/A,28,Monster.com,Voluntarily Terminated,2015.7.5,2015.9.15,Unhappy,32,0
1411071406,"Peters, Lauren",1986.8.17,Female,US Citizen,White,MA,1886,Married,Production,Ketsia Liebig,Production Technician II,4,Exceeds,29,Pay Per Click - Google,Voluntarily Terminated,2015.5.16,2016.2.4,More Money,35,1
1103024843,"Petingill, Shana",1979.3.10,Female,Eligible NonCitizen,Asian,MA,2050,Married,Production,Brannon Miller,Production Technician II,3,Fully Meets,26,MBTA ads,Active,2016.4.2,,N/A,42,5
1402065340,"Roberson, May",1981.9.5,Female,Eligible NonCitizen,White,MA,1902,Divorced,Production,David Stanley,Production Technician II,0,N/A,26,Search Engine - Google Bing Yahoo,Voluntarily Terminated,2015.9.26,2015.10.22,Return to School,40,0
1499902991,"Robertson, Peter",1972.7.3,Male,US Citizen,White,MA,2138,Married,Production,Kissy Sullivan,Production Technician II,3,Fully Meets,22,Glassdoor,Voluntarily Terminated,2015.7.5,2016.2.8,Another Position / Career Change,49,1
1106026462,"Sahoo, Adil",1986.4.26,Male,US Citizen,White,MA,2062,Married,Production,Kelley Spirea,Production Technician II,3,Fully Meets,29,Monster.com,Active,2014.8.30,,N/A,35,7
1012023103,"Sloan, Constance",1987.11.25,Female,US Citizen,White,MA,1851,Single,Production,Michael Albert,Production Technician II,3,Fully Meets,23,Monster.com,Voluntarily Terminated,2013.10.26,2019.4.8,No Return after Maternity Leave,34,6
1001970770,"Smith, Joe",1963.10.30,Male,US Citizen,White,MA,2045,Single,Production,Elijiah Gray,Production Technician II,4,Exceeds,22,Pay Per Click - Google,Active,2018.9.29,,N/A,58,3
1406068345,"Tejeda, Lenora",1953.5.24,Female,US Citizen,White,MA,2129,Married,Production,Elijiah Gray,Production Technician II,3,Fully Meets,28.75,Search Engine - Google Bing Yahoo,Voluntarily Terminated,2015.5.16,2016.7.8,Another Position / Career Change,68,1
